,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
4754,pissed that my bluetooth headsets battery out lasted my cells battery good game motorola q,0,anger,0.9431189,0.9431189,0.0064711156,0.00070470973,0.002061697,0.007965714,0.034443654,0.005234261
4755,please do not get me watching bb too,5,sadness,0.48463,0.057357714,0.023167655,0.019119482,0.005267333,0.39047208,0.48463,0.019985747
4756,ayy fml nothing is perfect,4,neutral,0.36159545,0.0076912423,0.00085055165,0.0032814112,0.24775238,0.36159545,0.062537715,0.3162912
4757,the day started so wonderful but now our kids our crying because our kitty is missing we just got back from posting signs around,5,sadness,0.9250149,0.0022900861,0.00088593154,0.0035960393,0.022463279,0.008316899,0.9250149,0.03743284
4758,i love dawn chorus noisier the better miss church bells toocrazy i knowwas going for a cycle with a friendnot now,5,sadness,0.6241107,0.0054542045,0.00054635276,0.0017867499,0.21293856,0.03254845,0.6241107,0.122615024
4759,not sure where the real state market is moving confused either hold or go ahead with the plans,4,neutral,0.6996156,0.017733384,0.0059486055,0.07789803,0.0028379501,0.6996156,0.0773407,0.11862576
4760,i know how annoying that can be but theres a german sayingpleasant anticipation is the greatest pleasureown translation,3,joy,0.87533855,0.052361317,0.0018658882,0.0012231932,0.87533855,0.017760897,0.03398316,0.017466938
4761,if i have friend requests tomorrow i am blaming you nite,5,sadness,0.90494037,0.07828669,0.0010114334,0.002655212,0.002392839,0.005715425,0.90494037,0.0049980655
4762,namaste hurray exclaimed for monday undaunted by a wakeup i consider it is in london and feel justified bright side to everything,3,joy,0.9812531,0.0119530065,0.00047185377,0.0007871781,0.9812531,0.00064037193,0.0038192726,0.0010751605
4763,listening to busted i miss them,5,sadness,0.9816161,0.0016411662,0.0012331463,0.00089504453,0.0013218984,0.009087195,0.9816161,0.004205475
4764,great idea,3,joy,0.8045521,0.0074408716,0.0075528473,0.007435521,0.8045521,0.103914715,0.009472937,0.059630975
4765,i want to sleep laughinglaughing but i have a song in my head that make me crazy and dont know if i write the song or not laughing,0,anger,0.5995759,0.5995759,0.00090474886,0.009129454,0.07854782,0.008883755,0.17551136,0.12744692
4766,would some one plese suggest me a great thriller movie,4,neutral,0.478331,0.009927458,0.003922208,0.24226117,0.063403286,0.478331,0.016307076,0.18584771
4767,my dennys shut down in the winter i have to do miles to get to one now,5,sadness,0.9078063,0.007935731,0.0013329299,0.0024719446,0.0044241375,0.031475417,0.9078063,0.044553604
4768,yes i think so unless it changed i sent you a happy mothers day text but you never responded back,5,sadness,0.82903856,0.0115282275,0.0051079653,0.0023737624,0.0044042408,0.049971238,0.82903856,0.09757597
4769,one of my kits has just brought in a mouse is eating it in the lobby i am sure i feed them enough,4,neutral,0.86399704,0.01056225,0.021274328,0.0019238828,0.022737388,0.86399704,0.010962705,0.06854236
4770,fenton i did not even finish cleaning my room because i went to a party ahhhh sigh its still messy,5,sadness,0.8640776,0.0045538293,0.0037405635,0.0012931541,0.02411611,0.01987313,0.8640776,0.0823456
4771,i did i met them again,6,surprise,0.52217007,0.006702697,0.0012787491,0.022700733,0.18567227,0.105603114,0.15587236,0.52217007
4772,it is so unfair that all the good rock shows happen only in bangalore and pune,0,anger,0.9503069,0.9503069,0.0076853572,0.0008694116,0.001998332,0.008377869,0.020644166,0.0101180095
4773,knackered been awake since as could not sleep just started work now coffee and toast sounds awesome chris has been busy,6,surprise,0.4922933,0.005448958,0.001360152,0.00205147,0.14903809,0.2216412,0.12816676,0.4922933
4774,i do not care about netsexor cams or the route to heaven however lobster sounds super good i am almost tempted to go get some,3,joy,0.5042002,0.050860167,0.0017231212,0.116788924,0.5042002,0.005392256,0.2977849,0.023250418
4775,nevermind beyonce does not have a twitter haha,4,neutral,0.45237958,0.052237637,0.021977229,0.0025681136,0.020535588,0.45237958,0.0645423,0.38575956
4776,claire laughed out out i will buy you some big star wars pants for christmas,3,joy,0.6154722,0.0048257504,0.0015072289,0.0012230419,0.6154722,0.21864298,0.018844597,0.13948415
4777,dont ever turn off the part of your brain that talks shit thats where fun comes from,4,neutral,0.48354238,0.15548068,0.030948052,0.0032342542,0.2321822,0.48354238,0.02697537,0.067637116
4778,spanish i have not heard from you this is making me a bit sad i must say,5,sadness,0.98778594,0.00068007794,0.0006318809,0.000756787,0.0017028557,0.002786354,0.98778594,0.0056561283
4779,i missed the math trade,5,sadness,0.986975,0.0021083995,0.00055679353,0.0015077888,0.0028492461,0.0038190412,0.986975,0.0021837445
4780,down in wellington for the monet exhibition casually just bumped into wayne brady in our hotel lobby mega exciting,3,joy,0.51599455,0.00448429,0.0006051323,0.008758747,0.51599455,0.080835104,0.0064756065,0.38284653
4781,in bed with girls,5,sadness,0.35884562,0.025967859,0.08758104,0.06307089,0.017798908,0.34511712,0.35884562,0.10161862
4782,me too,4,neutral,0.88441586,0.0072047077,0.004874454,0.003974203,0.015506302,0.88441586,0.04957428,0.03445017
4783,queen like it,4,neutral,0.70652163,0.0070561427,0.004632954,0.0021187062,0.098348275,0.70652163,0.04052016,0.14080213
4784,i think your blog should have been on the list,3,joy,0.45935547,0.021003842,0.00051591534,0.0062471386,0.45935547,0.010558834,0.063397884,0.43892094
4785,i am going to die tomorrow night should be here,3,joy,0.73050505,0.0028976419,0.0003724645,0.0024711844,0.73050505,0.0046409196,0.22336249,0.035750233
4786,hell yeah i missed you last nite laughed out out do you like my opinion,6,surprise,0.25363958,0.020917688,0.010254843,0.0052731656,0.20957322,0.25128835,0.2490531,0.25363958
4787,no working this weekend,5,sadness,0.86257625,0.004221825,0.0036869356,0.0027084043,0.002837111,0.09281057,0.86257625,0.031158928
4788,pair it up with fringe on tuesday that smells like a win in my opinion as well,4,neutral,0.7780923,0.018309861,0.019476,0.0031346276,0.14534491,0.7780923,0.005318995,0.030323196
4789,last scheduled corn dog oc shift,4,neutral,0.8637573,0.010671174,0.008766831,0.015895972,0.0054096263,0.8637573,0.037021495,0.058477536
4790,finally finished exams home not watch otalia the pbp on bpd no otalia today hmm via httpstwibescop,5,sadness,0.86763084,0.003407247,0.0011803968,0.002583676,0.011449324,0.050151803,0.86763084,0.06359671
4791,getting ready for the day out then work till close,4,neutral,0.84415287,0.014563801,0.0037178025,0.015295311,0.040790547,0.84415287,0.02229204,0.05918764
4792,justin timberlake and andy samberg do it again mother lover skit on saturday night live was great,3,joy,0.656252,0.0020725923,0.00077052054,0.0014158143,0.656252,0.17385316,0.02068794,0.1449479
4793,i want you to text me first everyday not me,3,joy,0.36769626,0.1121048,0.0012177939,0.35899892,0.36769626,0.03499878,0.05572263,0.06926085
4794,yeah those two times we have stood next to each other were special times,4,neutral,0.7589585,0.004718137,0.006631435,0.004337522,0.029357612,0.7589585,0.0067766192,0.18922013
4795,thought id tanned after an hour in the sun i was wrongi have just burnt,5,sadness,0.7041275,0.20312886,0.0011862813,0.004205364,0.009426734,0.009949723,0.7041275,0.06797553
4796,that songs on tays vid katy perry,4,neutral,0.5496583,0.009235225,0.0030486,0.0010264651,0.30643457,0.5496583,0.050820164,0.07977671
4797,i work for disneynot all it is cracked up ta be,4,neutral,0.467584,0.009926297,0.0015179205,0.0018598886,0.09576435,0.467584,0.23547904,0.18786842
4798,what the fuck rehearsal off got to space and room was booked and the brothers have stuff right after so we cant transfer to another room studio,0,anger,0.74339825,0.74339825,0.035203956,0.0036914914,0.0076777777,0.037461746,0.05399455,0.118572235
4799,broken i cannot see it,5,sadness,0.8309839,0.014067864,0.009494565,0.010614475,0.0014090033,0.060009148,0.8309839,0.073421046
4800,httpsbitlysjnax if he is saying something i do not fully understand please let me know,4,neutral,0.5894413,0.009745742,0.00225068,0.016562466,0.003784688,0.5894413,0.058002986,0.3202122
4801,not sure why i cannot get tweetdeck to work on my computer want to know what all of the hype is about,6,surprise,0.8594871,0.021298768,0.0019572868,0.026459118,0.0022924296,0.051839113,0.036666192,0.8594871
4802,mega burguer was my lunch yesterday,4,neutral,0.4757262,0.008838013,0.006953805,0.003692926,0.27518496,0.4757262,0.0140943965,0.21550968
4803,who stressted i am getting extra hours today afterwards i am gonna see if i can get some marigolds for my mom happy smiley emoji,6,surprise,0.5119056,0.004147623,0.0006968979,0.001582804,0.24724153,0.19220322,0.04222228,0.5119056
4804,bored cold tired lethargic feeling man great holiday monday,5,sadness,0.9808658,0.0011541704,0.0005062996,0.0006461667,0.011623599,0.003525454,0.9808658,0.0016785947
4805,you might also want to include never wear a moonwolf to that,4,neutral,0.9705816,0.0046846876,0.007841199,0.002449697,0.002061403,0.9705816,0.0047505647,0.0076308534
4806,when i go to the ticketmaster site it says no lisa williams events to be found,4,neutral,0.56475663,0.007059801,0.0047286805,0.010538481,0.0047949757,0.56475663,0.19153103,0.21659037
4807,hey guys why did the sun make my day gloomy,5,sadness,0.9727616,0.001639036,0.0010357337,0.0008797562,0.0043215523,0.007021009,0.9727616,0.01234144
4808,texting my friends and being bored gosh i hate rain,5,sadness,0.9749705,0.0025309913,0.0006975501,0.00040244812,0.0052392026,0.0065655517,0.9749705,0.009593695
4809,my replacement iron ring arrived its shiny and a bit more jagged than the original,5,sadness,0.8102471,0.008923002,0.002371491,0.0016850899,0.016507331,0.023246204,0.8102471,0.13701975
4810,shopping,4,neutral,0.33108172,0.022407858,0.056793008,0.10494637,0.14369605,0.33108172,0.056331646,0.28474334
4811,yup yes its working they could not recover anything on it though,5,sadness,0.45897153,0.012262159,0.018145887,0.01263937,0.012313186,0.23567273,0.45897153,0.24999514
4812,rearry ripreturn if possible youd never guess what i ate,4,neutral,0.7078804,0.034942355,0.003633399,0.0014067976,0.021536985,0.7078804,0.021777153,0.20882303
4813,well i was following you because i think your interesting and i was right,6,surprise,0.7237811,0.0035648153,0.0014506046,0.0027286077,0.15826659,0.103269696,0.0069385725,0.7237811
4814,i would love too see you were it,3,joy,0.98480296,0.0011808954,0.00022750998,0.00065411534,0.98480296,0.0016107225,0.00826721,0.00325661
4815,andersen thank you eric glad you appreciate that,3,joy,0.93933743,0.002512171,0.0006203677,0.00043716002,0.93933743,0.016641673,0.005113272,0.035337977
4816,hours to workcry i cannot survive weeelcome to my wonderland sing along,5,sadness,0.9579673,0.0015573415,0.00034193695,0.0015548433,0.007840194,0.008879097,0.9579673,0.021859275
4817,anyone have tickets to the music television movie awards some guy scammed me,6,surprise,0.32202867,0.15153225,0.027850822,0.013452019,0.020538058,0.29754335,0.16705488,0.32202867
4818,beyonce helps me through the day i am starting to get sick,5,sadness,0.7064146,0.005585073,0.022362828,0.11468088,0.014921793,0.11977887,0.7064146,0.01625596
4819,fine i willll get myself some miso soup down the street,4,neutral,0.4602876,0.019999238,0.013751024,0.003960601,0.4018105,0.4602876,0.09121626,0.008974819
4820,nothing to do this evening missing lifestory,5,sadness,0.9467872,0.0017828317,0.0014449145,0.0020550895,0.0013110442,0.035299778,0.9467872,0.011319212
4821,awesome i just ruined all my white clothes i never remember to separate,6,surprise,0.9160017,0.014863658,0.015544974,0.013933407,0.0044346466,0.0036234192,0.03159818,0.9160017
4822,its weird waking up in my own bed slightly comforting but i miss the group but i am loving using my own pillow again,2,fear,0.33315217,0.0036042396,0.052291878,0.33315217,0.20431042,0.012442136,0.21054387,0.18365534
4823,if i skipped that could get messy rofl rolling on the floor laughing,4,neutral,0.35066232,0.063821316,0.031050177,0.0029352617,0.16950348,0.35066232,0.33382112,0.0482064
4824,being a computer geek is entertaining i think,3,joy,0.99188286,0.00070189266,0.0006145029,0.00026623806,0.99188286,0.001743659,0.0013764306,0.0034144786
4825,i miss you,5,sadness,0.98944384,0.0008710008,0.00083738315,0.00077447994,0.0013680989,0.0047118925,0.98944384,0.0019932562
4826,that is a good sentence,3,joy,0.65720206,0.006899665,0.006266134,0.0014709469,0.65720206,0.3060605,0.0069064284,0.015194274
4827,d but it is making people unhappy and i dun like unhappiness,5,sadness,0.95398784,0.029651023,0.0033204472,0.00065366423,0.008417975,0.0030555478,0.95398784,0.00091350725
4828,oh god i had to look at how to use twitter how hopeless is that,6,surprise,0.5589796,0.0051485943,0.0042444873,0.020246882,0.0036109,0.011387762,0.39638183,0.5589796
4829,studying for this shitty econ test,1,disgust,0.6584935,0.2787773,0.6584935,0.034650505,0.0016928286,0.00848334,0.015758464,0.002144018
4830,no problem i think it is a great thing to reflect on,3,joy,0.9925933,0.00086101727,0.00050431007,0.00046795997,0.9925933,0.0015320712,0.0015715236,0.0024697694
4831,yeahi hope it turns out more minutes,3,joy,0.4976969,0.005628714,0.0031833102,0.0026840186,0.4976969,0.34634623,0.045090836,0.099369965
4832,i will have to see the unveiling of your new lr arrangement is there an official event planned,3,joy,0.89915293,0.0035427546,0.00030839286,0.0029020603,0.89915293,0.018486088,0.010973053,0.06463464
4833,iamkiara im so sick i fell over last night outside because i was putting something in the bin,6,surprise,0.6167403,0.0062008165,0.00257648,0.07909581,0.006168816,0.00997703,0.2792408,0.6167403
4834,i hear you i cannot think of a layout either lol i have been trying for i dont know how long,6,surprise,0.692961,0.008235184,0.0024964674,0.0055214325,0.03181341,0.1841951,0.07477747,0.692961
4835,yay got the internet on my itouch working,6,surprise,0.43064335,0.0056404173,0.0015809367,0.0016083173,0.40993258,0.104587525,0.046006896,0.43064335
4836,nice elise rolled out thas wassup have fun ladies,3,joy,0.7360749,0.004307199,0.0011258305,0.00094082917,0.7360749,0.09881618,0.029201295,0.12953377
4837,have a safe ride up the coast dont be going even though you can when its windy just smile cuz u know u have it better,3,joy,0.8541432,0.0069469525,0.0024246597,0.0005559024,0.8541432,0.11708895,0.011832648,0.0070077134
4838,sleeptake twothis better work,4,neutral,0.3927849,0.005880026,0.002816505,0.0015713703,0.37446624,0.3927849,0.06333169,0.15914918
4839,have to wear my glasses today because my right eye is swollen and i do not know why,5,sadness,0.8496049,0.013037286,0.0090418365,0.020237392,0.0035397268,0.04188736,0.8496049,0.062651485
4840,i lafff the rain,5,sadness,0.41993323,0.11032123,0.0035715401,0.0024196045,0.17723943,0.2112845,0.41993323,0.07523047
4841,i love my boy he makes me so happy and looks his sexiest in plain black boxers p tongue out hot emoji,3,joy,0.99105567,0.0010997598,0.00046351945,0.0002488896,0.99105567,0.0013024181,0.0032268225,0.0026028787
4842,growls groans grr i have barely read any of it,5,sadness,0.37765497,0.08393567,0.015854347,0.0049014846,0.009824632,0.15440162,0.37765497,0.3534273
4843,httptinyurlcomateltl rocksteady pt ii,4,neutral,0.5621596,0.0058677103,0.0019810153,0.0131345345,0.24075997,0.5621596,0.058122627,0.1179745
4844,woohooo amuzed very cool see i knew you would get to see her,3,joy,0.47556624,0.003531964,0.00082022254,0.0018234652,0.47556624,0.025739733,0.018456558,0.47406176
4845,the convention httptrimmlvw does not look that great this year going to vegas then sounds much more fun,3,joy,0.81109387,0.003587498,0.00056129147,0.0011617932,0.81109387,0.034572117,0.0819206,0.06710281
4846,yes i blame you all,0,anger,0.45515877,0.45515877,0.047239777,0.0040713195,0.0080908,0.049354084,0.42133927,0.014746
4847,and this picture of her with zack from saved by the bell,4,neutral,0.44324973,0.018548321,0.005487996,0.0024181816,0.1252945,0.44324973,0.09503781,0.30996346
4848,he cannot fix it i guess i will write until i get too bored then watch tv man this is lame,5,sadness,0.86534756,0.0077309264,0.011519036,0.0014532472,0.0095628165,0.07125222,0.86534756,0.03313422
4849,wishes happy mothers day to all moms out there,3,joy,0.7176457,0.0025149104,0.00062269805,0.00090274675,0.7176457,0.056722663,0.07098606,0.15060523
4850,potter are also in that category hehe heart emoji keyboard symbol i love you too so much,3,joy,0.8602437,0.0029775659,0.0009321448,0.0006402105,0.8602437,0.056471188,0.028280579,0.05045462
4851,did you google it too or maybe you actually knew the answer laugh out loud please put uo the pictures already from last night i am getting anxious,2,fear,0.98120457,0.0024373056,0.0002865772,0.98120457,0.0016464713,0.0045865504,0.003037406,0.0068011247
4852,super excited just bought my tix to see hey monday on again svetlana j denverco,3,joy,0.5786163,0.0035787676,0.0004647298,0.0010584572,0.5786163,0.0429631,0.029555697,0.34376296
4853,woop excited right am off to try to get sleep haha laughing its too hot have a good night x take care,3,joy,0.7728764,0.004832722,0.0010951287,0.0009893499,0.7728764,0.09801826,0.03480761,0.08738049
4854,guy me neither but it is getting better,4,neutral,0.44195732,0.00785128,0.010955413,0.005925254,0.06276386,0.44195732,0.32985118,0.14069566
4855,try fireflight first female fronted metal is awesome unbreakable album would be a good start,3,joy,0.44187495,0.007852518,0.0008161399,0.036944073,0.44187495,0.22345665,0.046841882,0.24221374
4856,how is that possible no rain forecast for pinkpop and i have no ticket,6,surprise,0.7080932,0.015374764,0.0015334348,0.020924162,0.003234522,0.056528326,0.19431157,0.7080932
4857,i am not sure about this tweet business why are the simple things so difficult,6,surprise,0.8188685,0.022767767,0.00086806,0.10851304,0.012981485,0.010661731,0.025339436,0.8188685
4858,june chino hills ca the day it rained in june in so calledwe had an outside guard had to move it to the gym,4,neutral,0.27069068,0.13604493,0.0016329677,0.093219385,0.021460382,0.27069068,0.23775002,0.23920159
4859,with walking the streets of harlem home sweet home,3,joy,0.7400572,0.0044048293,0.0007180624,0.0014291205,0.7400572,0.18300709,0.008964021,0.061419774
4860,rod stewarts new song,4,neutral,0.73968095,0.0048013343,0.0016706148,0.0008251723,0.13455449,0.73968095,0.01704685,0.101420574
4861,just like to clarify that i am a unable to access review vibrators as have not test run any not an invitaiton for freebies,5,sadness,0.89840376,0.0064953663,0.002988222,0.0060261465,0.0025211205,0.06365907,0.89840376,0.019906254
4862,mom martini went food shopping without me,6,surprise,0.43529344,0.017568516,0.003250422,0.00878588,0.022510232,0.17048675,0.34210473,0.43529344
4863,where i live all the small markets deliver their dayold bread to the food bank but times are really tough even for me,5,sadness,0.8363981,0.011627414,0.008822076,0.085114755,0.0036606337,0.024574645,0.8363981,0.029802363
4864,good morning its friday and the start of my work week but lakers are going to take the win tonight woohoo excited go lakers,3,joy,0.756188,0.0023921733,0.0006089202,0.0009200644,0.756188,0.055451043,0.022429189,0.16201068
4865,really tired and have to work the whole day tomorrow the thought of it depresses me uncool depressed,5,sadness,0.98955494,0.0016942577,0.0016566316,0.00071306597,0.0020620886,0.0032951068,0.98955494,0.0010239675
4866,once james cameron touches something and revolutionizes it someone else comes along and fuck it up,0,anger,0.71283656,0.71283656,0.06104163,0.002790006,0.006287029,0.19992599,0.004234756,0.012883999
4867,i know iam so sad everyone is leaving its horrible i am supposed to be happy for summer but i cannot i am going to miss everyone,5,sadness,0.98527133,0.0018571414,0.00044373627,0.0017290335,0.00705812,0.00096360117,0.98527133,0.002677036
4868,nachos and the tudors i think so,4,neutral,0.5897012,0.008448244,0.010894255,0.00917473,0.01878531,0.5897012,0.052941456,0.31005484
4869,good morning dan its my birthday and i plan on getting some exercise too today love you excited see you in new york city,3,joy,0.6230607,0.0028872017,0.0006819977,0.0008272861,0.6230607,0.078134604,0.028613111,0.26579505
4870,just found out a friend and his son fell down a shaft onto concrete today they are alive at least dont know much else,6,surprise,0.89108247,0.011309324,0.0047923033,0.0031871027,0.008085409,0.0630759,0.018467445,0.89108247
4871,is tired and sad,5,sadness,0.98267156,0.00076353125,0.0008408068,0.000522246,0.0017491519,0.00770771,0.98267156,0.005744979
4872,theyre gone,5,sadness,0.4569214,0.009471437,0.010177979,0.0063041267,0.005734312,0.24734174,0.4569214,0.26404902
4873,whats all your fault,0,anger,0.89015716,0.89015716,0.0050776545,0.0022364368,0.0034228787,0.024596354,0.049183775,0.025325669
4874,i wish i was calling you but i cannot from malta,5,sadness,0.97257113,0.0015341848,0.00056067685,0.004122696,0.002521424,0.0052269967,0.97257113,0.013462918
4875,have hardly worked out in the last two weeks but am losing weight fear i am losing muscle just made doctor appointment for injured foot,2,fear,0.84832025,0.003993528,0.000731431,0.84832025,0.0048938785,0.0026374815,0.1311238,0.00829981
4876,will you say shoutout to nikki please soulja boy tell em live live,4,neutral,0.47222975,0.01377861,0.0015826683,0.0053615724,0.2788802,0.47222975,0.070472255,0.15769492
4877,i hide my berry like a slave regularly only today i was caught by massa i am definitely not light enough to be a juice pouring slave,2,fear,0.39624208,0.30758226,0.001518766,0.39624208,0.034025937,0.003519199,0.20980987,0.047301877
4878,won a diamond for my comptition yaayy very happy tomorow its the diamond dance off were the best still in montreal,3,joy,0.92102295,0.0018583846,0.00031998396,0.0004564867,0.92102295,0.008989945,0.0071476866,0.06020458
4879,sitting here waiting to go to the gymalmost left then realized i never charged my ipod from my trip to wisconsinit is dead,6,surprise,0.815279,0.008065119,0.0013639459,0.0040846425,0.0065119206,0.038766187,0.12592919,0.815279
4880,fighter christina aguilera love that song,3,joy,0.49858665,0.008976262,0.0007747305,0.0019908892,0.49858665,0.2843008,0.05302408,0.15234661
4881,warmed up nicely outside sucks being stuck inside coding,5,sadness,0.76663154,0.03534955,0.038535807,0.0027732907,0.0072656786,0.065572165,0.76663154,0.0838719
4882,sunny day at vivocity yupz yes just showered runs into airconditioned mall,3,joy,0.74406016,0.0028545617,0.0012270026,0.0006126271,0.74406016,0.03336816,0.03443313,0.18344437
4883,i know it is against the law i am a rebel in small things,0,anger,0.94404715,0.94404715,0.0015560031,0.025769759,0.014683706,0.0006173751,0.012719099,0.000606684
4884,thanks to tweetstats i confirmed what i long suspected twitter is keeping me up way too late ht,6,surprise,0.48593542,0.033228684,0.0014291336,0.013683305,0.015786028,0.3605371,0.08940029,0.48593542
4885,babylove as a tribute to baby d,3,joy,0.4084079,0.010926531,0.011411746,0.006845261,0.4084079,0.28859863,0.15622194,0.11758793
4886,will not be going to the oxford internet institute sunner doctoral programme in brisbane lack of funding,5,sadness,0.97310984,0.004371199,0.0017910369,0.0012333867,0.0020663077,0.013692468,0.97310984,0.0037357889
4887,i do not saw the movie,5,sadness,0.91823834,0.0052271714,0.0011234815,0.0015078647,0.03664562,0.009169278,0.91823834,0.028088318
4888,all your picturea it is so nice look so cuteoh,3,joy,0.9269164,0.0017286986,0.00060614827,0.0005255034,0.9269164,0.021760602,0.0076161884,0.0408464
4889,watching a film recovering from my operation,3,joy,0.876725,0.0019016071,0.009737143,0.006420085,0.876725,0.019367466,0.04487592,0.040972788
4890,my day on the computer is about to end dang i hate not being allowed on the computer,5,sadness,0.9620396,0.018535288,0.0016550677,0.0008741824,0.0071774917,0.0021207544,0.9620396,0.0075976294
4891,i am going to kill myself tt sad feeling emoji i wasted hundreds of download and realised i got the wrong one,5,sadness,0.9782888,0.011028559,0.00047546517,0.0005760865,0.0040573594,0.0016865969,0.9782888,0.003887118
4892,guys follow for the rx twitterwar dd go gino,4,neutral,0.8422141,0.0029735889,0.0010628814,0.00088036736,0.04175771,0.8422141,0.018443666,0.09266764
4893,school is going to be absolutely horrible today peace out,2,fear,0.94863236,0.005616435,0.00817362,0.94863236,0.002718709,0.004920752,0.024941258,0.004996845
4894,lucky i am so jealous even though i do not like her that much,0,anger,0.49350896,0.49350896,0.0023842603,0.0017528625,0.25306544,0.0135230785,0.17769079,0.05807448
4895,sadface,5,sadness,0.9199809,0.0023462947,0.0040366426,0.0023417836,0.007854191,0.02610279,0.9199809,0.037337396
4896,i get the feeling is going to make me wait until i get home to tell me i am denied vittles from bww,5,sadness,0.96606374,0.020820228,0.0011129925,0.0018230752,0.003970447,0.002287257,0.96606374,0.003922261
4897,hand oops i completely forgot,6,surprise,0.8599433,0.006003321,0.0057137725,0.004130366,0.0030888293,0.068604246,0.052516174,0.8599433
4898,no problem at least look on the floor we will not see the banana skin in our brains i step on it once almost got killed,2,fear,0.80184776,0.021212002,0.009716513,0.80184776,0.0032418743,0.018281106,0.12846279,0.017237911
4899,damn i missed hollyoaks tonight,5,sadness,0.9471015,0.00078357855,0.0011586963,0.001020396,0.007915355,0.023313655,0.9471015,0.018706888
4900,there is relisting fees when you do not complete a sale that sucks,5,sadness,0.4350648,0.22315419,0.27804035,0.0039621927,0.0028623012,0.02890287,0.4350648,0.028013365
4901,coach imho this soft is the best to keep the chaos straight httpbitlyyufil,4,neutral,0.41380176,0.0358092,0.001977705,0.008294617,0.3919187,0.41380176,0.12251979,0.025678234
4902,i was being childish lol laughed out loud because one of them said that pic of jake in down to earth made them vomit,0,anger,0.5021137,0.5021137,0.046605892,0.0051318826,0.3913536,0.006536775,0.044253588,0.004004628
4903,err thinking or confused i think they are like bucks a ticket cause its too too expensive,6,surprise,0.6864079,0.016572692,0.0012518556,0.025315005,0.0055019036,0.050921198,0.21402937,0.6864079
4904,aww amuzed stanley have you still got him they can live for like years right x,4,neutral,0.39122328,0.0069317627,0.0013674785,0.0029039928,0.12614754,0.39122328,0.09526735,0.3761586
4905,leon looks super exclaimed fly on that mini couch,4,neutral,0.5243267,0.0128415935,0.0036171898,0.0016351762,0.20790091,0.5243267,0.008320764,0.24135776
4906,carter hey brian littrell is there he doesnt really like this kinda pages rigth kisses i love you guys,3,joy,0.7678888,0.0066617145,0.0018818299,0.0009358602,0.7678888,0.088306524,0.029539466,0.10478584
4907,did you go to yoga if so i liked you better before i knew ha yes exclaimed,6,surprise,0.7842153,0.014763571,0.0011194164,0.0058562304,0.0509454,0.12414019,0.0189599,0.7842153
4908,is having trouble breathing through the painand now i have a fever,5,sadness,0.85956883,0.014900993,0.0018269322,0.10360298,0.003596722,0.0056638727,0.85956883,0.010839677
4909,i am feel deflated ugh no more dog,0,anger,0.9252768,0.9252768,0.0007167462,0.0018588324,0.0068153306,0.0005988421,0.06299405,0.0017392042
4910,grant hey donna lovely to see you on twitter,3,joy,0.65409917,0.0040585757,0.00081550184,0.0010633552,0.65409917,0.08758528,0.06240734,0.18997073
4911,read something happy,3,joy,0.76745594,0.004200133,0.0010142862,0.0005166075,0.76745594,0.07926835,0.019530477,0.12801424
4912,good morning from rsa twitterverse please send me some happy vibes cheerfulness today i am feeling a little sad,5,sadness,0.9361922,0.0009547462,0.00058319216,0.000509335,0.048596673,0.0051500816,0.9361922,0.008013809
4913,clonecloud actually it is distant processor provisioning like the idea,4,neutral,0.923907,0.006252805,0.0052668084,0.0028328977,0.0037538698,0.923907,0.0060861823,0.051900405
4914,well that is nice loving the new friends organiser too,3,joy,0.9089148,0.0018291548,0.0013231459,0.0006564997,0.9089148,0.046078492,0.01056383,0.030634135
4915,it is a recession,5,sadness,0.7156771,0.0116973575,0.00701639,0.028623892,0.0028613622,0.098795235,0.7156771,0.13532871
4916,i really wish i could be there have not been in a while what is going on down there lately,5,sadness,0.8334573,0.0026726502,0.00081005413,0.013758441,0.008116479,0.009084141,0.8334573,0.13210095
4917,can i also have a swirly flat white,3,joy,0.49289036,0.004943178,0.0009319315,0.007681769,0.49289036,0.16100065,0.03365693,0.2988952
4918,i should have posted this for the world pinhole day i love this picture,3,joy,0.96357566,0.0020160116,0.00028020443,0.00062098284,0.96357566,0.0061711557,0.010970549,0.016365433
4919,oh poor you atleast get paid for staying back or,5,sadness,0.58684033,0.009991542,0.011513386,0.0021575594,0.022509288,0.09966451,0.58684033,0.26732343
4920,ghunghte mein chanda hai phir bhi hai phela chaaron aur ujala in hindi i love that song postscript i got lost in morrisons exclaimed,6,surprise,0.6241672,0.019963726,0.0010076795,0.014569538,0.05308632,0.10018112,0.18702435,0.6241672
4921,you look so exclaimed pretty love dang i wish i was in new york so i could see you do your thing,6,surprise,0.6261877,0.004837697,0.00094682636,0.0011951928,0.19332752,0.06383161,0.10967342,0.6261877
4922,lmao laughing my ass off yep yes,3,joy,0.7634178,0.010724083,0.009492425,0.0033343332,0.7634178,0.16131556,0.025687773,0.026028154
4923,aaaaaaaa exclaimed i hate winshit,6,surprise,0.42873687,0.120343685,0.010613857,0.008192018,0.09577957,0.050352704,0.28598133,0.42873687
4924,ugh stunned confused questioning i hate not having my car i miss you my little ford focus,6,surprise,0.9424012,0.02357468,0.0016384793,0.011753073,0.0011276834,0.0042711305,0.0152338,0.9424012
