serial,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
2849,seagull hates me and im utterly depressed about it i miss him,5,sadness,0.9936324,0.000982599,0.000393991,0.001543429,0.001345973,0.000853099,0.9936324,0.001248462
2850,i want to get super pretty and i want a cig,5,sadness,0.78130513,0.024256323,0.000741222,0.0026552,0.17402285,0.005276041,0.78130513,0.011743191
2851,wasabi is recovering from surgery ,2,fear,0.5850701,0.030612372,0.026460417,0.5850701,0.018815158,0.08065401,0.24675333,0.011634669
2852,omg no icecream,6,surprise,0.96708876,0.004521827,0.003771038,0.004003089,0.005473268,0.009957084,0.005184888,0.96708876
2853,is going to school leave me stuff,4,neutral,0.74286294,0.027567234,0.013063499,0.006769655,0.028849266,0.74286294,0.10928422,0.07160322
2854,have to run ill be on later and hopefully can catch everyone i missed today working on web is a bear and so i miss a lot,5,sadness,0.9829722,0.000913587,0.000752038,0.000876726,0.00324531,0.00786435,0.9829722,0.003375877
2855,gosh watchin cosmetic surgery nightmares on itv  it is awful,2,fear,0.48291153,0.004463053,0.007440357,0.48291153,0.008216606,0.003711169,0.46134242,0.031914953
2856,ive been passed out drunk for the passed couple of hours good to go now,5,sadness,0.9377994,0.001900987,0.003310209,0.002285802,0.014896928,0.03259996,0.9377994,0.007206728
2857,grr my stupid meebo is disconnecting me every  seconds,5,sadness,0.6256951,0.18201828,0.013729514,0.006885433,0.009752979,0.043477908,0.6256951,0.11844086
2858,lmao just saw this that sounds hella good i have a hair appt at ,3,joy,0.36733466,0.048204035,0.00625021,0.16116156,0.36733466,0.20262471,0.012984062,0.20144077
2859,ooh new bonkers is out tomorrow nearly forgot about that,6,surprise,0.8542278,0.004630306,0.002667035,0.003468808,0.012107662,0.054612845,0.068285584,0.8542278
2860,im not sure but  fans in just a week is a wow to me i guess they will soon overtake other malaysian page to be no,6,surprise,0.95687336,0.001136871,0.000447878,0.003211477,0.021624934,0.008611853,0.00809361,0.95687336
2861,im so tired and sick i have to be better on sunday so i can sing morning and night,5,sadness,0.9858625,0.001444428,0.000345919,0.000882786,0.00598964,0.003046048,0.9858625,0.002428703
2862,i love the video for da funk by daft punk,3,joy,0.9661071,0.002992553,0.000530763,0.001012019,0.9661071,0.002902599,0.018271431,0.0081836
2863,how lovely,3,joy,0.5407493,0.00146405,0.000743235,0.00216842,0.5407493,0.040315576,0.024515405,0.39004394
2864,packing gym bag off to the gym in a bit squee im my happiest whem im on the go,3,joy,0.9622093,0.001399845,0.000278505,0.000450616,0.9622093,0.004543022,0.011843339,0.019275265
2865,happy mothers day mommy i love you so much dono what id do without you ,3,joy,0.93228626,0.012984376,0.000567612,0.009305668,0.93228626,0.002098526,0.03207171,0.010685823
2866,homework  study guides,4,neutral,0.78411204,0.010695461,0.005061057,0.03300727,0.062199015,0.78411204,0.056022286,0.048902787
2867,grrr hate when i make careless mistakes on docs i give to my partner,0,anger,0.79160374,0.79160374,0.009974001,0.006488524,0.002846646,0.011958237,0.17283358,0.004295165
2868,at least hes in breakthrough performance tho i just wanted him nominated in his own category,4,neutral,0.8555855,0.003401235,0.00100395,0.001696242,0.09048555,0.8555855,0.020234304,0.027593229
2869,the d version of up sold out regular version it is,4,neutral,0.45837843,0.007632819,0.002396753,0.003006212,0.07821495,0.45837843,0.054552957,0.3958179
2870,and its gone,5,sadness,0.7045744,0.012253567,0.002510991,0.004454638,0.01076361,0.1276668,0.7045744,0.13777603
2871,ruggedman hi vishal,4,neutral,0.8554962,0.003130584,0.001900897,0.002229955,0.037997127,0.8554962,0.02470426,0.07454099
2872,finally now i am me again i had to use internet explorer firefox issues back to normal tweeting,4,neutral,0.39029184,0.026725389,0.003226247,0.010545206,0.020745715,0.39029184,0.31877005,0.2296956
2873,its friday but i have to work the weekend,5,sadness,0.963872,0.001783644,0.000715401,0.000775611,0.007595252,0.009072716,0.963872,0.016185392
2874,feeling some butterflies today study study study contracts gonna ace this then on to the writeon competition for the journals,3,joy,0.85938513,0.015498654,0.001445728,0.006480945,0.85938513,0.06139933,0.042999662,0.012790583
2875,now comes the fun part because you can find only a few offers per country or you live outside us your changes can be quite tiny,3,joy,0.9062123,0.002853042,0.001141829,0.000726047,0.9062123,0.047848634,0.00439155,0.036826674
2876,watched yes man it was good ,3,joy,0.5048424,0.052711897,0.016362661,0.30097175,0.5048424,0.101276085,0.013378006,0.010457242
2877,she forgot her words and then started crying and she stopped singing but then carried on and then cried again so she stopped,4,neutral,0.30884773,0.08808363,0.09702404,0.034100484,0.006531465,0.30884773,0.28340602,0.18200667
2878,hey sherri  dont give up bc theyre married they may have a brother or a friend,5,sadness,0.7245508,0.010244695,0.001181996,0.002152378,0.07247606,0.08545307,0.7245508,0.10394103
2879,sorry just think   hrs till  days off,4,neutral,0.39932573,0.003565971,0.001756518,0.002729027,0.08460158,0.39932573,0.24497654,0.26304463
2880,i cant im on my ipod and it doesnt have im,5,sadness,0.88465005,0.011774958,0.004168649,0.005056363,0.005107368,0.04613075,0.88465005,0.043111876
2881,okay so i thought i was getting sick but nope hahaha phew sry mike lol  hope you get better soon,5,sadness,0.72585005,0.00303907,0.001517205,0.00180854,0.13462228,0.043896515,0.72585005,0.08926644
2882,grrrr youtube wont let me watch the chat again,5,sadness,0.90972733,0.011783446,0.002487596,0.002058011,0.003905986,0.019125609,0.90972733,0.050912015
2883,well that propels people to change direction no point wasting your days on something you lost the passion for,3,joy,0.67101055,0.020818762,0.019003697,0.003780825,0.67101055,0.24356183,0.0291809,0.012643402
2884,hour fifteen drive just left bored and ate half my food already,5,sadness,0.40597492,0.052580245,0.019286547,0.001258126,0.01469925,0.37299594,0.40597492,0.13320492
2885,contemplating getting my hair cut and having severe anxiety about it,2,fear,0.9910512,0.002210355,0.000599197,0.9910512,0.001284522,0.000759341,0.003507811,0.000587562
2886,i am seriously addicted to talking to people haha but i love it so i dont care and you cant tell me otherwise jerk,0,anger,0.4447307,0.4447307,0.024263645,0.00419466,0.27059573,0.032140147,0.20092583,0.023149317
2887,excitement  new followers overnight sadness  of them are ad bots,5,sadness,0.89304334,0.002304847,0.00033158,0.001189351,0.03947466,0.007918724,0.89304334,0.055737473
2888,sorry demi just read post that you can attend bgt im sure your support for sb has helped tho a world without paps plzz,5,sadness,0.5476201,0.002789051,0.001348847,0.00234223,0.16249143,0.061047968,0.5476201,0.22236036
2889,i wish i could go to meet in the middle tomorrow,5,sadness,0.82182133,0.001642522,0.000717815,0.008656554,0.041286908,0.01381532,0.82182133,0.112059586
2890,pauly wallly  you made my life  happy as hell and i love you x you should reply back to me,3,joy,0.948077,0.002546795,0.00038982,0.000348181,0.948077,0.008897176,0.011409022,0.028332083
2891,lovin    bailon soooo much right now,3,joy,0.40718782,0.003701699,0.001064386,0.001479043,0.40718782,0.14429216,0.13519004,0.30708483
2892,bye la i already miss you,5,sadness,0.97785836,0.000843904,0.001673874,0.001099604,0.002207704,0.011355197,0.97785836,0.004961343
2893,haha dork  that sounds so yummy  share,3,joy,0.9139959,0.001229168,0.000549973,0.000466567,0.9139959,0.028792767,0.007246655,0.04771896
2894,ahhh i think my legs are burnt they hurt,5,sadness,0.6076523,0.03513843,0.047107346,0.04680799,0.004987157,0.061299313,0.6076523,0.19700739
2895,its trashy and sensationalistso yes,1,disgust,0.4728285,0.34389442,0.4728285,0.008725991,0.0405818,0.01732111,0.11023267,0.006415503
2896,hahaha now ur gonna tweet i awoke to  the other night haha man the concerts here suck calis da place  be,3,joy,0.37679744,0.008768478,0.003303472,0.00338048,0.37679744,0.08820206,0.15062033,0.36892778
2897,thanks for the follow,4,neutral,0.59604406,0.008211186,0.001899646,0.001342926,0.19390102,0.59604406,0.013236322,0.1853649
2898,  loving the jumper,3,joy,0.86230403,0.002478123,0.000452045,0.000627712,0.86230403,0.03365033,0.043206304,0.05728145
2899,oh fml its probs gunna be at shepards bush i hate it there,5,sadness,0.73534995,0.057947904,0.014997527,0.003807589,0.0357805,0.035632808,0.73534995,0.1164837
2900,unfortunatly just about to start making my way home but via singapore for a gig too so fun aint over just yet ,3,joy,0.48657376,0.024210794,0.001014791,0.11302515,0.48657376,0.054401867,0.043493606,0.27728003
2901,i wish we had sun lollies for me to get addicted what flavour,5,sadness,0.8584474,0.001681197,0.000985879,0.001692447,0.082366765,0.021128638,0.8584474,0.0336977
2902,im such a saddo haha but that actually makes me really happy warrens dead though,3,joy,0.7674114,0.002574486,0.000897763,0.00067826,0.7674114,0.006156803,0.20316388,0.019117404
2903,are you in need of another kiss attack,2,fear,0.6795616,0.03726047,0.004491061,0.6795616,0.00465885,0.05325685,0.19309632,0.02767485
2904,hehe i can almost hear out of my right ear now can you yet,6,surprise,0.80067647,0.01363532,0.043093204,0.029945897,0.007352938,0.08978248,0.015513654,0.80067647
2905,nku  i can get that app after all,6,surprise,0.5151765,0.004947775,0.001624688,0.003220988,0.047886424,0.26791346,0.15923025,0.5151765
2906,saw a whole lot of your stuff at africa joy casterbridge farm white river in mpumalangawas quite thrilled to see ur stuff,3,joy,0.9631063,0.002159558,0.000403302,0.000642525,0.9631063,0.00528904,0.001548297,0.026850978
2907,mom emailed you  itll be on the porch anytime if you come tomorrow well have to miss you dont worry about knocking,2,fear,0.40701875,0.01637667,0.001935531,0.40701875,0.022219654,0.14621517,0.25157788,0.15465632
2908,tweetioi in class is a real problem taylor,5,sadness,0.40764675,0.39389083,0.007900984,0.12825024,0.00744389,0.042528547,0.40764675,0.012338804
2909,hey hunnie how are u i miss talkin to u ty for the follow,5,sadness,0.94775045,0.001472206,0.001134462,0.001392546,0.008923972,0.016997281,0.94775045,0.022329139
2910,i think im broke again ,5,sadness,0.7822025,0.12918526,0.000897911,0.077374734,0.00569382,0.001831642,0.7822025,0.00281413
2911,  the result of working the greenblack fingers,6,surprise,0.4463469,0.02109314,0.003471503,0.006233534,0.09005322,0.34650123,0.08630047,0.4463469
2912,maaaaan i spent an hour on a project for work only to have the computer bork and crash and lost it all,6,surprise,0.6440414,0.014271916,0.004638001,0.008408908,0.005694773,0.027049445,0.29589552,0.6440414
2913,has made a decision and will stick to it although im really not sure its the right one,4,neutral,0.77780575,0.013645683,0.002531197,0.006127928,0.10416959,0.77780575,0.06179477,0.033925027
2914,ahhhhh processing shipment sooooooo much,6,surprise,0.5981595,0.005954425,0.003562464,0.002977128,0.24945012,0.046147067,0.09374926,0.5981595
2915,i cant find hope he didnt get eaten by anything last nighthe jumped off the deck he just wont stay in safe sigh,5,sadness,0.78750074,0.013674302,0.000667466,0.005015808,0.035392977,0.068877466,0.78750074,0.08887128
2916,my poor baby girl is poorly x,5,sadness,0.9696482,0.003935848,0.002852467,0.005403484,0.0020144,0.008388869,0.9696482,0.007756713
2917,whooo baby good luck,3,joy,0.77903384,0.004152541,0.000978936,0.001009559,0.77903384,0.05713279,0.020156546,0.13753574
2918,d aaaww thats so good to know im glad james is doing great we love you guys kisses from venezuela,3,joy,0.9334672,0.001512738,0.000463349,0.000397324,0.9334672,0.011208914,0.00772145,0.045229
2919,does real detroit weekly not have a websiteoh the horror the horror,2,fear,0.98863655,0.000677178,0.000639137,0.98863655,0.000683853,0.00153339,0.003262932,0.0045671
2920,is going to be off line for the rest of the day made some progress on a game over the weekend you may not like me again,5,sadness,0.4051078,0.010136445,0.001660214,0.005482466,0.20927714,0.3076029,0.4051078,0.060733043
2921,omgod im soooo tired i dont think i have the energy to film today lol,6,surprise,0.876984,0.004477241,0.002163828,0.00961616,0.006347078,0.009981913,0.09042976,0.876984
2922,is all mine twpp shadez,6,surprise,0.5447139,0.004155819,0.001248546,0.001188017,0.032953635,0.34899178,0.06674825,0.5447139
2923,writing an essay in college writing so boring,5,sadness,0.9646652,0.00795842,0.005250912,0.006420658,0.001042953,0.003119487,0.9646652,0.011542317
2924,just heard good vibrations and i thought of charlie dying on lost,6,surprise,0.503977,0.00334331,0.002597646,0.015908204,0.028964998,0.03231684,0.412892,0.503977
2925,i am surprised you havent fired for announcing the whole world of they body theyd found selfish,6,surprise,0.98411554,0.00458018,0.000787098,0.001008739,0.002238492,0.004899388,0.00237056,0.98411554
2926,haha i see go wear blue  heey ur watching jonas hahaha  havent watched any ep yet hope it shows here soonp,3,joy,0.53687984,0.004863166,0.001023199,0.001728674,0.53687984,0.09407841,0.0991414,0.26228538
2927,itd be nice but soon well have to pay to tweet,3,joy,0.86594766,0.003170206,0.001325984,0.001161195,0.86594766,0.027580146,0.071288146,0.029526772
2928,how do you win the trip to america please reply xo,6,surprise,0.5493666,0.009252911,0.000785701,0.0026904,0.02661784,0.39640433,0.014882277,0.5493666
2929,hahaha yes i am lil jon is the freakin jizzle u know i named my st puppy after u lil jizzleremember lolxoxox,3,joy,0.67066336,0.014434204,0.002785704,0.003009589,0.67066336,0.122401275,0.026415704,0.16029018
2930,wonders why her karma points turned into  ,2,fear,0.64110214,0.09656432,0.013193091,0.64110214,0.002848624,0.050385542,0.17610413,0.019802175
2931,the sun is shining have a great day,3,joy,0.978864,0.000994952,0.000349846,0.000274402,0.978864,0.010563062,0.004578265,0.004375439
2932,chazs daily happenings  watching er instead of a dvd end of an era   the sun is out wooo  ,5,sadness,0.32727697,0.04170756,0.004339289,0.10169106,0.26142344,0.1322347,0.32727697,0.13132706
2933,hahaha thats a cool pic that sal made of daniel and you lol,3,joy,0.93973,0.002052546,0.001090142,0.000451879,0.93973,0.025282914,0.004210588,0.027181892
2934,your sweetie is very lucky too liberty,3,joy,0.8539967,0.005026846,0.000838306,0.000674464,0.8539967,0.038224246,0.007228207,0.0940112
2935,anyone have a super nintendo controller they want to sell me mine broke,6,surprise,0.30446845,0.10399832,0.008704974,0.007374796,0.016885009,0.28374642,0.27482203,0.30446845
2936,go to mid valley la  haha never mind la i dont wanna go with you anyways,3,joy,0.62951475,0.00304606,0.001122703,0.00148038,0.62951475,0.046326797,0.22889566,0.089613594
2937,attempting to sleep my puppy is sick already,5,sadness,0.8393121,0.103121415,0.00596302,0.015364228,0.00129817,0.023959046,0.8393121,0.010982052
2938,i wanted to see that enjoy it,3,joy,0.9935052,0.001392036,0.000345648,0.000282766,0.9935052,0.000653837,0.002686671,0.001133885
2939,hah finally got home,3,joy,0.47968718,0.008167995,0.002378806,0.00264251,0.47968718,0.1427588,0.031793624,0.3325711
2940,is sick in the doctors waiting room,5,sadness,0.8091257,0.003291001,0.02312739,0.025739571,0.002457949,0.10441807,0.8091257,0.031840306
2941,why did i drive and how did i make it ahh margaritas are the best,6,surprise,0.64608526,0.006478336,0.000964258,0.00628785,0.049224302,0.27889717,0.012062832,0.64608526
2942,omg wow i hope everything is ok now,6,surprise,0.9635856,0.002370947,0.000944572,0.003937552,0.016326983,0.005627872,0.007206463,0.9635856
2943,lazy day staying off the foot as much as possible,3,joy,0.42512167,0.00643447,0.003307726,0.001812256,0.42512167,0.2766269,0.24578714,0.040909838
2944,thingsmummysaid you are the result of a broken condom,6,surprise,0.6020792,0.029001694,0.03210902,0.005352836,0.002837797,0.04545052,0.28316888,0.6020792
2945,oh okay cool i love the fast and the furious cant wait to see the new one,0,anger,0.9917673,0.9917673,0.000649528,0.001545647,0.000966282,0.001840718,0.001154718,0.002075773
2946,so yeah things arent going so well for me im getting to feel like i havent felt in a long long time,5,sadness,0.5848916,0.005474621,0.003150628,0.0049888,0.29786864,0.059421603,0.5848916,0.044204067
2947,yes reprieve one paper pushed back until friday that leaves just three more pages due by pm not even a problem,5,sadness,0.49781695,0.009425257,0.001465587,0.002950352,0.06647175,0.31775665,0.49781695,0.104113504
2948,spending some quality time with my fender tele deluxetrue love,3,joy,0.96007794,0.003660433,0.000632905,0.000374402,0.96007794,0.013318617,0.010344391,0.011591376
2949,hmm icecream for breakfast springtime,4,neutral,0.6984277,0.007674711,0.00463464,0.005498505,0.17307407,0.6984277,0.029877584,0.080812745
2950,wishing i could have seen my nephew graduate from kindergarten,5,sadness,0.8683523,0.001582658,0.000802951,0.001468569,0.06456119,0.011446014,0.8683523,0.051786408
2951,i l u so much see u at school todaay,3,joy,0.96426785,0.001717817,0.000481223,0.00065608,0.96426785,0.003208859,0.02426025,0.005407902
2952,britains got torture  edelcries,5,sadness,0.72739184,0.1071304,0.047911253,0.06844784,0.005505744,0.035922218,0.72739184,0.007690711
2953,its suzi,4,neutral,0.74490786,0.014443404,0.008744422,0.00794654,0.021501342,0.74490786,0.055414107,0.1470423
2954,its amazing the dvds ill put on my netflix list just based on the trash potential inherent in their titles,6,surprise,0.97652125,0.002679076,0.001867446,0.0013381,0.006634478,0.008054901,0.002904715,0.97652125
2955,august  requoting the gyaan  the more you live life the more you fail to notice how you live it  quote by muthu,5,sadness,0.3394685,0.049118787,0.007433478,0.024157042,0.06515531,0.22605067,0.3394685,0.28861624
2956,perkinz idk wat after dat tho maybe sum  lol,4,neutral,0.50288004,0.007831136,0.003728127,0.008509791,0.051500216,0.50288004,0.21838395,0.20716673
2957,youre silly,3,joy,0.32004222,0.14442165,0.025511637,0.0087756,0.32004222,0.121092446,0.11568318,0.2644733
2958,its  am and i hear a helicopter flying over my house thats kind of weird in other news my headache is back booooo,6,surprise,0.90534246,0.00322899,0.001486584,0.058343545,0.008794188,0.007185333,0.015618908,0.90534246
2959,rofl u did hahaha lemme tell salman munir p p,3,joy,0.7853466,0.009728685,0.00202325,0.003332004,0.7853466,0.12829602,0.023826387,0.047447022
2960,yea way to go super excited for a great midwest resource midwest pride,3,joy,0.6603541,0.005739232,0.000696287,0.00168124,0.6603541,0.084837966,0.009532327,0.23715892
2961,hi  i have the net yayy im here for a short time though,3,joy,0.48285803,0.003217039,0.000846812,0.002069015,0.48285803,0.099615075,0.0628672,0.3485268
2962,loving the sunshine wish poor richie would feel better,3,joy,0.9381824,0.001874069,0.000545022,0.000357261,0.9381824,0.017018113,0.022401273,0.019621864
2963,and were in,4,neutral,0.59463924,0.006932908,0.001199884,0.013371467,0.071026444,0.59463924,0.15501958,0.1578105
2964,heyy i have a sis of  year with  months and still she don t want to walk,5,sadness,0.8968517,0.003668486,0.000932201,0.001668852,0.011213665,0.019834623,0.8968517,0.065830395
2965,hey is your site down i was going to listen to the web stream but cant get to the site,6,surprise,0.46528056,0.00590085,0.001760453,0.004849225,0.010812587,0.12256643,0.38882986,0.46528056
2966,my mind is racing  bc of  words he wrote i hate him but i hate her most  and i cant keep from falling for him,5,sadness,0.50347286,0.24797112,0.001059193,0.004985901,0.073024124,0.020795811,0.50347286,0.148691
2967,i hope so  eclipse is up and running again btw ,3,joy,0.9348526,0.005608898,0.000387478,0.008683482,0.9348526,0.017244784,0.028785914,0.004436777
2968,uh happy mothers day mum,3,joy,0.6409385,0.00394882,0.000840461,0.000811107,0.6409385,0.05703742,0.033508416,0.2629152
2969,bebop thats lame sorry,5,sadness,0.82548404,0.004630555,0.010166203,0.004512876,0.008309324,0.06625486,0.82548404,0.08064213
2970,morning how are you,4,neutral,0.54023594,0.011089749,0.004155113,0.020653874,0.004812174,0.54023594,0.06369614,0.35535696
2971, cheer up lizzi there will b another foh hero concert but still i suppose we can b upset xoxoxo,3,joy,0.44897428,0.006812813,0.001816451,0.001649964,0.44897428,0.089107126,0.35388142,0.097757995
2972,ill most definitely write about it i look forward to your article on re if you do write about it it should be fun,3,joy,0.99096435,0.000642218,0.000304525,0.000335557,0.99096435,0.002985967,0.001882368,0.002885063
2973,hugs  kathy though my moms in heaven i know shes smiling at my accomplishments  all the people who keep me positive,3,joy,0.9728327,0.001000313,0.000357707,0.00026526,0.9728327,0.005317134,0.006215991,0.014010984
2974,oh noes i missed you again,5,sadness,0.92571425,0.00132665,0.003167148,0.003156978,0.004301859,0.015036496,0.92571425,0.047296643
2975,i dont have anything being fwd through to mobileme and the last week ive gotten at least   spam messages a day,5,sadness,0.6640386,0.01701388,0.001402535,0.002791356,0.056548197,0.11560028,0.6640386,0.14260526
2976,ive been spending time wmy momma were celebrating mothers day for her early ive been good how was woodburn,3,joy,0.9553338,0.001777059,0.000260386,0.000298128,0.9553338,0.005935332,0.009519837,0.026875447
2977,heard that your dad would be going here in september would you also come with him,6,surprise,0.65920264,0.007488597,0.002863048,0.01023101,0.017635321,0.2554906,0.04708872,0.65920264
2978,i heard it was disappointing which i am disappointed by before ive even seen it what a waste of c bale,5,sadness,0.8472304,0.009785771,0.000905249,0.003642758,0.0128861,0.004949017,0.8472304,0.12060077
2979, mandarinmonday,3,joy,0.39563724,0.008737884,0.001095285,0.00159415,0.39563724,0.26984984,0.16859585,0.15448964
2980,yeah i thought that was very little warning for you guys i dont miss  shifts  dayswk with no break thats for sure,5,sadness,0.37469867,0.004308092,0.001907007,0.007036674,0.019716023,0.2264789,0.37469867,0.36585462
2981,right i now need breakfast lets see if i can make it while tweeting  what am i thinking im a bloke multitasking is out lol,6,surprise,0.43091345,0.011134517,0.001359911,0.006523117,0.08721108,0.3888146,0.07404335,0.43091345
2982,ill teleport it straight to you,4,neutral,0.6777175,0.09649475,0.004337398,0.031274665,0.06475165,0.6777175,0.06416839,0.06125563
2983, may be my new fav number,6,surprise,0.48268902,0.00409964,0.001153157,0.001953449,0.062429808,0.431284,0.016390944,0.48268902
2984,so i have done absolutely nothing all day todayhow pitiful is thatsmdhguess i cant go out nite i gotta work booo,5,sadness,0.99165386,0.000964253,0.000267135,0.000707937,0.0023519,0.001916484,0.99165386,0.0021384
2985,sad casue everyone is going their seperate ways never going to see my friends again,5,sadness,0.94292676,0.002921141,0.002012245,0.001212038,0.007511307,0.020313615,0.94292676,0.023102913
2986,cool np its got me working on a series of designs,3,joy,0.41290683,0.009174444,0.00153238,0.001936393,0.41290683,0.37270755,0.029446622,0.17229578
2987,have to sell my car its costing me too much can now afford one rollerskate bye bye petey,5,sadness,0.7940329,0.005793509,0.001049795,0.001924349,0.05945551,0.038389463,0.7940329,0.09935444
2988,do it at like like  causeee im babysitting haha or you should call me causeee im kinda bored right now,5,sadness,0.51665735,0.008722405,0.001210456,0.001773051,0.1534446,0.10116244,0.51665735,0.21702974
2989,jim i so much want to see the screen adaptation of kick  but once i found out nick cage was in it my heart sank,5,sadness,0.9820486,0.003509147,0.000278648,0.003234173,0.003635492,0.000942916,0.9820486,0.006351023
2990,oh it is so sunny,6,surprise,0.52128375,0.003762286,0.001523129,0.001406184,0.39690423,0.04315393,0.03196642,0.52128375
2991,oh noes hope you feel better soon my head sympathizes with yours,3,joy,0.7495719,0.002197205,0.002994783,0.001794945,0.7495719,0.11053863,0.10925869,0.023643779
2992,sunburn is really bad now regretting sitting in the sun without suncream now,5,sadness,0.9748909,0.001758223,0.003801124,0.003303632,0.001890094,0.010249161,0.9748909,0.004106899
2993,i feel like im on alott of drugs,5,sadness,0.97489357,0.00358308,0.000386971,0.00422513,0.015175018,0.0006321,0.97489357,0.001104157
2994,hehe his name was jack dawson  he died on the titanic u c that movie mileyim watching it rite now amazingtell leo ihim,6,surprise,0.78027153,0.002889608,0.000388108,0.002504366,0.10143957,0.032975316,0.07953147,0.78027153
2995,oic where in cavite no sorry im not from america  if you can see my profile theres no word like america there,5,sadness,0.7807326,0.001947865,0.000876744,0.003387729,0.011516051,0.057374887,0.7807326,0.1441641
2996,my throat hurts gonna go read and go to bed text mee,5,sadness,0.9229039,0.00495146,0.008479418,0.007904155,0.004934367,0.035480544,0.9229039,0.015346154
2997,watching old skool fall out boy vids,4,neutral,0.5396742,0.020163575,0.016525842,0.0060042,0.117716,0.5396742,0.16252573,0.13739046
2998,join the club asap,5,sadness,0.46833822,0.011408102,0.006219458,0.005400994,0.028507875,0.46097454,0.46833822,0.019150821
2999,yspitta was caught in traffic around the howlin wolf for about mins i was wondering wth was going onmusta been nice,6,surprise,0.96481085,0.003941242,0.000389848,0.002975492,0.004635113,0.01577846,0.007468965,0.96481085
3000,agreedthis time of the year we should change the motto to the soggy statemy backyard looks like a swimming pool,5,sadness,0.88702196,0.002156565,0.017073773,0.006629022,0.030925367,0.047504347,0.88702196,0.00868904
3001,ohhh i really want to see coraline it seems really good,6,surprise,0.49179536,0.004284415,0.008583944,0.026773022,0.07317835,0.051441923,0.34394294,0.49179536
3002,why is it so  htty cold ,2,fear,0.5388772,0.23928335,0.011116876,0.5388772,0.009155065,0.031823207,0.11703544,0.052708805
3003,fatty omg i just found the worst  out and idk what to do i need to talk to you hopefully i see you when you get off work,6,surprise,0.84148276,0.010479231,0.026391998,0.010602324,0.022143101,0.02283232,0.06606824,0.84148276
3004,if you werent picky precise i might not find you as interesting to talk to,4,neutral,0.78442,0.018864552,0.008419352,0.006239147,0.006886473,0.78442,0.029599417,0.14557111
3005,awee,4,neutral,0.575599,0.00862045,0.004573402,0.003046418,0.025107343,0.575599,0.17363329,0.20942016
3006,you will be succesful love you,3,joy,0.93467283,0.002867903,0.001270998,0.000666274,0.93467283,0.047307346,0.006228062,0.006986535
3007,yeaaaah tangerang in vacation,3,joy,0.7040962,0.00684937,0.002640856,0.003207556,0.7040962,0.10400281,0.05211557,0.12708761
3008,yah me too,4,neutral,0.49971783,0.017631883,0.011179608,0.010367069,0.06322761,0.49971783,0.12767287,0.27020317
3009,i lost  dollars i always lose my money,5,sadness,0.96651655,0.007535976,0.000597681,0.002001057,0.001902067,0.004839337,0.96651655,0.01660732
3010,well looks like it is going to be another night without my snuggle bug missing my big girl,5,sadness,0.91163933,0.001670501,0.002248917,0.003168324,0.006405097,0.03574514,0.91163933,0.03912274
3011,but it is a good one,3,joy,0.51215214,0.006859817,0.003699493,0.001648304,0.51215214,0.15671599,0.17610705,0.14281729
3012,shannon shannie im so sorry didnt mean to upset you i just thought you would find it cute im sorry dont be sad,5,sadness,0.9315894,0.001373095,0.000606532,0.001059028,0.008107988,0.011552846,0.9315894,0.04571107
3013,totally the best part of my day was studying with haha ok now im really leaving hollys and ill be there shortly peace,3,joy,0.97533596,0.001180647,0.000595445,0.000496218,0.97533596,0.00685677,0.004180551,0.01135442
3014,going to clean my room but thats not hard i keep my room pretty clean reallyanyway i could still be doing better things,5,sadness,0.7860277,0.006180097,0.002617972,0.001828804,0.03895285,0.042787768,0.7860277,0.12160475
3015,got approximately  hours of sleep last nighti love my life,3,joy,0.5493021,0.006754404,0.000392906,0.004754668,0.5493021,0.057344418,0.19609848,0.18535301
3016,bad week for connectivityarlington panera wifi sucks maybe head to legal seafoods at airport dangmissing metaverse u stream,5,sadness,0.90271765,0.006716829,0.002253514,0.001493841,0.013218034,0.03857764,0.90271765,0.035022475
3017,we have mice in our attic who clog dance,4,neutral,0.72559845,0.030253766,0.08419603,0.026788337,0.008792662,0.72559845,0.04801579,0.07635501
3018,i need to make more of an effort to meet some of my best online friends like  but  the money it costs d,5,sadness,0.6708701,0.012548792,0.001443324,0.005345814,0.28133684,0.013140123,0.6708701,0.015314956
3019,dude same it hurts,5,sadness,0.8804207,0.01048133,0.016133664,0.006520373,0.003631334,0.06820978,0.8804207,0.014602882
3020,wish i was in dallas can i still say ow lol hey u spelled my name wrong its all good thanks for ff love,3,joy,0.29621267,0.004215716,0.001436657,0.002607486,0.29621267,0.16708249,0.2787456,0.24969941
3021,fall down,5,sadness,0.5250348,0.024766158,0.004887905,0.04136551,0.004470377,0.15019913,0.5250348,0.24927612
3022,in study hall with brittneyy,6,surprise,0.5629979,0.00388219,0.001424349,0.010065659,0.13072793,0.2606236,0.0302784,0.5629979
3023,flo well thats not nice hope ur all good now,5,sadness,0.60334796,0.005283712,0.005042684,0.002505416,0.051763337,0.12003137,0.60334796,0.21202555
3024,ive been reading up on sims  genetics on the sims  forums apparently hair dye is passed on to offspring im very disappointed,5,sadness,0.8872358,0.004275627,0.000958141,0.000717368,0.00973055,0.013437115,0.8872358,0.08364538
3025,dont know yet no word hopeful though and some good stuff happening lately so im getting excited,3,joy,0.6850482,0.003697638,0.000882717,0.001956054,0.6850482,0.15436916,0.0484145,0.10563175
